shots_on_goal_local,shots_on_goal_away,shots_off_goal_local,shots_off_goal_away,total_shots_local,total_shots_away,blocked_shots_local,blocked_shots_away,shots_insidebox_local,shots_insidebox_away,shots_outsidebox_local,shots_outsidebox_away,fouls_local,fouls_away,corners_local,corners_away,offsides_local,offsides_away,ball_possession_local,ball_possession_away,yellow_cards_local,yellow_cards_away,red_cards_local,red_cards_away,goalkeeper_saves_local,goalkeeper_saves_away,pass_precision_local,pass_precision_away,fixture_id_2
5.0,4.0,7.0,2.0,13.0,9.0,1.0,3.0,8.0,8.0,5.0,1.0,13.0,10.0,8.0,2.0,3.0,,44%,56%,2,2,,,4.0,2.0,493.0,648.0,214278
4.0,1.0,6.0,1.0,13.0,6.0,3.0,4.0,9.0,4.0,4.0,2.0,15.0,11.0,8.0,4.0,,4.0,55%,45%,1,1,,,1.0,3.0,444.0,351.0,214279
5.0,4.0,4.0,9.0,12.0,14.0,3.0,1.0,9.0,9.0,3.0,5.0,9.0,14.0,7.0,1.0,1.0,1.0,64%,36%,2,2,,1.0,2.0,2.0,463.0,262.0,214280
5.0,5.0,3.0,4.0,10.0,14.0,2.0,5.0,6.0,9.0,4.0,5.0,13.0,9.0,6.0,7.0,6.0,,34%,66%,2,3,,,3.0,3.0,303.0,581.0,214281
2.0,2.0,3.0,4.0,13.0,6.0,8.0,,10.0,3.0,3.0,3.0,9.0,10.0,3.0,3.0,1.0,3.0,43%,57%,5,3,,,1.0,1.0,425.0,568.0,214282
3.0,4.0,10.0,4.0,21.0,12.0,8.0,4.0,12.0,9.0,9.0,3.0,14.0,16.0,8.0,4.0,2.0,,44%,56%,2,4,,,2.0,1.0,366.0,465.0,214283
6.0,1.0,6.0,6.0,13.0,9.0,1.0,2.0,10.0,8.0,3.0,1.0,12.0,10.0,4.0,4.0,3.0,2.0,54%,46%,4,3,,,1.0,5.0,526.0,439.0,214284
3.0,4.0,6.0,8.0,14.0,14.0,5.0,2.0,8.0,11.0,6.0,3.0,8.0,11.0,6.0,2.0,1.0,6.0,42%,58%,1,1,,,3.0,1.0,413.0,537.0,214285
2.0,4.0,4.0,4.0,13.0,10.0,7.0,2.0,6.0,5.0,7.0,5.0,16.0,8.0,4.0,3.0,2.0,1.0,66%,34%,6,3,,,2.0,1.0,491.0,267.0,214286
6.0,2.0,9.0,1.0,19.0,3.0,4.0,,10.0,3.0,9.0,,18.0,14.0,9.0,1.0,2.0,2.0,55%,45%,6,5,1.0,,2.0,6.0,417.0,363.0,214287
3.0,7.0,5.0,1.0,11.0,10.0,3.0,2.0,7.0,6.0,4.0,4.0,21.0,13.0,6.0,4.0,3.0,2.0,54%,46%,3,3,,,6.0,2.0,381.0,327.0,214288
6.0,2.0,9.0,4.0,17.0,8.0,2.0,2.0,11.0,4.0,6.0,4.0,17.0,11.0,7.0,3.0,5.0,3.0,51%,49%,3,3,,1.0,2.0,5.0,350.0,326.0,214289
5.0,7.0,9.0,4.0,15.0,12.0,1.0,1.0,10.0,6.0,5.0,6.0,10.0,11.0,2.0,5.0,2.0,2.0,64%,36%,4,3,,,5.0,4.0,572.0,305.0,214290
2.0,5.0,12.0,4.0,19.0,10.0,5.0,1.0,13.0,7.0,6.0,3.0,9.0,13.0,8.0,1.0,2.0,1.0,57%,43%,1,2,,,1.0,1.0,419.0,329.0,214291
3.0,2.0,4.0,3.0,10.0,9.0,3.0,4.0,6.0,5.0,4.0,4.0,10.0,9.0,5.0,7.0,3.0,2.0,54%,46%,3,,,,1.0,2.0,492.0,416.0,214292
,5.0,2.0,6.0,4.0,15.0,2.0,4.0,3.0,13.0,1.0,2.0,5.0,20.0,2.0,8.0,1.0,1.0,40%,60%,1,1,,,4.0,,385.0,564.0,214293
9.0,,6.0,1.0,19.0,1.0,4.0,,12.0,1.0,7.0,,16.0,19.0,2.0,1.0,2.0,,69%,31%,4,3,,1.0,,7.0,543.0,240.0,214294
4.0,2.0,4.0,2.0,10.0,6.0,2.0,2.0,7.0,3.0,3.0,3.0,17.0,16.0,2.0,3.0,,5.0,52%,48%,6,4,,,1.0,2.0,310.0,273.0,214295
2.0,2.0,6.0,3.0,11.0,6.0,3.0,1.0,5.0,3.0,6.0,3.0,21.0,19.0,2.0,1.0,1.0,2.0,68%,32%,,4,,,,2.0,527.0,252.0,214296
3.0,7.0,7.0,3.0,13.0,12.0,3.0,2.0,7.0,12.0,6.0,,17.0,5.0,9.0,3.0,2.0,2.0,34%,66%,1,2,,,3.0,3.0,369.0,725.0,214297
5.0,5.0,1.0,3.0,6.0,9.0,,1.0,6.0,4.0,,5.0,11.0,12.0,3.0,3.0,2.0,2.0,56%,44%,1,1,,,4.0,2.0,582.0,430.0,214298
4.0,1.0,4.0,4.0,9.0,8.0,1.0,3.0,8.0,6.0,1.0,2.0,5.0,13.0,1.0,6.0,3.0,4.0,65%,35%,1,3,,,1.0,3.0,644.0,323.0,214299
5.0,1.0,5.0,5.0,13.0,12.0,3.0,6.0,12.0,5.0,1.0,7.0,13.0,16.0,11.0,2.0,2.0,1.0,45%,55%,,2,,,1.0,3.0,401.0,489.0,214300
3.0,4.0,7.0,2.0,12.0,14.0,2.0,8.0,8.0,5.0,4.0,9.0,11.0,13.0,,6.0,4.0,2.0,50%,50%,1,4,,1.0,3.0,2.0,430.0,435.0,214301
7.0,1.0,5.0,3.0,15.0,7.0,3.0,3.0,12.0,3.0,3.0,4.0,21.0,11.0,5.0,6.0,2.0,3.0,35%,65%,3,4,1.0,1.0,1.0,5.0,231.0,429.0,214302
5.0,2.0,5.0,2.0,10.0,6.0,,2.0,7.0,4.0,3.0,2.0,16.0,16.0,3.0,2.0,1.0,2.0,75%,25%,5,3,,,1.0,3.0,865.0,275.0,214303
6.0,5.0,6.0,,18.0,8.0,6.0,3.0,6.0,5.0,12.0,3.0,13.0,18.0,11.0,2.0,3.0,1.0,79%,21%,2,4,,,3.0,4.0,638.0,160.0,214304
6.0,3.0,2.0,,12.0,6.0,4.0,3.0,7.0,5.0,5.0,1.0,10.0,11.0,8.0,3.0,,2.0,47%,53%,3,2,,,1.0,4.0,320.0,381.0,214305
4.0,3.0,12.0,2.0,21.0,5.0,5.0,,15.0,4.0,6.0,1.0,15.0,9.0,5.0,5.0,2.0,1.0,69%,31%,3,2,,1.0,3.0,4.0,497.0,221.0,214306
4.0,4.0,4.0,3.0,11.0,10.0,3.0,3.0,7.0,3.0,4.0,7.0,12.0,10.0,4.0,6.0,3.0,1.0,42%,58%,1,1,,,3.0,3.0,394.0,546.0,214307
3.0,6.0,6.0,2.0,13.0,10.0,4.0,2.0,8.0,8.0,5.0,2.0,12.0,8.0,3.0,2.0,2.0,8.0,47%,53%,3,3,,,1.0,3.0,392.0,432.0,214308
14.0,2.0,2.0,1.0,19.0,4.0,3.0,1.0,10.0,3.0,9.0,1.0,12.0,11.0,8.0,2.0,1.0,3.0,63%,37%,,2,,1.0,2.0,11.0,705.0,400.0,214309
4.0,5.0,3.0,9.0,10.0,15.0,3.0,1.0,6.0,9.0,4.0,6.0,16.0,10.0,2.0,6.0,2.0,1.0,51%,49%,3,4,,,4.0,3.0,503.0,447.0,214310
1.0,4.0,4.0,3.0,6.0,11.0,1.0,4.0,4.0,5.0,2.0,6.0,18.0,15.0,5.0,8.0,3.0,1.0,40%,60%,3,3,,,4.0,1.0,318.0,483.0,214311
3.0,5.0,7.0,1.0,12.0,9.0,2.0,3.0,8.0,7.0,4.0,2.0,16.0,11.0,11.0,5.0,1.0,3.0,43%,57%,4,,,,5.0,2.0,340.0,457.0,214312
4.0,2.0,8.0,4.0,15.0,6.0,3.0,,6.0,3.0,9.0,3.0,14.0,12.0,10.0,1.0,4.0,,61%,39%,4,2,,,2.0,3.0,534.0,334.0,214313
10.0,2.0,2.0,2.0,15.0,4.0,3.0,,12.0,3.0,3.0,1.0,14.0,10.0,7.0,4.0,1.0,1.0,73%,27%,1,1,,1.0,2.0,4.0,592.0,209.0,214314
3.0,8.0,4.0,4.0,10.0,14.0,3.0,2.0,6.0,8.0,4.0,6.0,11.0,10.0,8.0,5.0,2.0,1.0,46%,54%,2,,,,6.0,2.0,348.0,417.0,214315
2.0,2.0,6.0,5.0,9.0,8.0,1.0,1.0,7.0,4.0,2.0,4.0,18.0,15.0,2.0,1.0,2.0,5.0,54%,46%,3,,,,1.0,1.0,320.0,270.0,214316
4.0,1.0,8.0,2.0,14.0,5.0,2.0,2.0,7.0,3.0,7.0,2.0,17.0,15.0,5.0,,,1.0,50%,50%,,3,,,,4.0,439.0,451.0,214317
3.0,4.0,3.0,3.0,7.0,16.0,1.0,9.0,3.0,9.0,4.0,7.0,15.0,11.0,3.0,7.0,1.0,2.0,38%,62%,3,6,,,3.0,2.0,286.0,437.0,214318
2.0,6.0,5.0,4.0,10.0,10.0,3.0,,5.0,6.0,5.0,4.0,16.0,15.0,4.0,1.0,2.0,3.0,51%,49%,4,2,,,4.0,1.0,562.0,530.0,214319
4.0,4.0,3.0,2.0,8.0,10.0,1.0,4.0,5.0,4.0,3.0,6.0,17.0,8.0,2.0,9.0,2.0,1.0,35%,65%,3,2,,,3.0,4.0,387.0,722.0,214320
3.0,3.0,,8.0,7.0,13.0,4.0,2.0,6.0,11.0,1.0,2.0,7.0,19.0,1.0,7.0,6.0,3.0,55%,45%,1,2,,,3.0,1.0,510.0,383.0,214321
,1.0,3.0,4.0,5.0,7.0,2.0,2.0,4.0,5.0,1.0,2.0,12.0,14.0,7.0,3.0,1.0,2.0,52%,48%,2,3,,,,,395.0,357.0,214322
4.0,,8.0,4.0,18.0,6.0,6.0,2.0,10.0,4.0,8.0,2.0,10.0,16.0,6.0,2.0,2.0,,72%,28%,2,1,,,,3.0,770.0,280.0,214323
6.0,3.0,3.0,3.0,12.0,9.0,3.0,3.0,7.0,4.0,5.0,5.0,18.0,18.0,6.0,5.0,2.0,1.0,65%,35%,4,4,,,3.0,5.0,488.0,249.0,214324
5.0,,4.0,5.0,14.0,7.0,5.0,2.0,7.0,6.0,7.0,1.0,12.0,7.0,10.0,8.0,3.0,2.0,33%,67%,4,2,,1.0,,5.0,245.0,498.0,214325
3.0,1.0,7.0,2.0,10.0,4.0,,1.0,7.0,1.0,3.0,3.0,12.0,17.0,4.0,2.0,3.0,2.0,59%,41%,4,4,,,1.0,3.0,429.0,300.0,214326
,7.0,5.0,3.0,12.0,12.0,7.0,2.0,7.0,6.0,5.0,6.0,12.0,14.0,10.0,4.0,,4.0,56%,44%,4,2,,,7.0,,513.0,408.0,214327
6.0,4.0,5.0,5.0,14.0,11.0,3.0,2.0,8.0,5.0,6.0,6.0,18.0,12.0,5.0,4.0,4.0,1.0,55%,45%,4,1,,,4.0,4.0,519.0,410.0,214328
6.0,1.0,6.0,3.0,13.0,4.0,1.0,,8.0,2.0,5.0,2.0,18.0,15.0,7.0,3.0,2.0,2.0,59%,41%,4,2,,,,6.0,497.0,348.0,214329
5.0,7.0,2.0,3.0,7.0,14.0,,4.0,5.0,10.0,2.0,4.0,16.0,12.0,3.0,8.0,2.0,3.0,41%,59%,3,3,,,5.0,3.0,402.0,567.0,214330
2.0,1.0,2.0,8.0,6.0,15.0,2.0,6.0,3.0,9.0,3.0,6.0,12.0,19.0,7.0,8.0,3.0,2.0,46%,54%,5,2,,,,1.0,309.0,350.0,214331
6.0,2.0,4.0,7.0,12.0,14.0,2.0,5.0,6.0,6.0,6.0,8.0,17.0,16.0,1.0,8.0,,2.0,47%,53%,1,2,,,1.0,3.0,403.0,434.0,214332
4.0,2.0,6.0,3.0,14.0,6.0,4.0,1.0,9.0,3.0,5.0,3.0,13.0,14.0,3.0,1.0,1.0,,70%,30%,3,2,,,1.0,2.0,633.0,265.0,214333
6.0,2.0,1.0,8.0,10.0,18.0,3.0,8.0,8.0,8.0,2.0,10.0,19.0,10.0,3.0,8.0,2.0,,32%,68%,3,4,,,,4.0,311.0,648.0,214334
5.0,6.0,2.0,5.0,8.0,14.0,1.0,3.0,4.0,10.0,4.0,4.0,19.0,13.0,,5.0,,3.0,31%,69%,1,1,,,5.0,5.0,326.0,711.0,214335
4.0,1.0,5.0,3.0,11.0,5.0,2.0,1.0,6.0,4.0,5.0,1.0,22.0,11.0,5.0,4.0,1.0,2.0,40%,60%,6,3,,,,2.0,284.0,412.0,214336
5.0,6.0,6.0,5.0,14.0,13.0,3.0,2.0,6.0,9.0,8.0,4.0,8.0,13.0,8.0,5.0,1.0,,58%,42%,1,,,,4.0,4.0,398.0,281.0,214337
4.0,8.0,3.0,3.0,9.0,16.0,2.0,5.0,6.0,11.0,3.0,5.0,13.0,14.0,2.0,5.0,5.0,3.0,36%,64%,,4,,,6.0,,305.0,534.0,214338
5.0,7.0,1.0,9.0,6.0,21.0,,5.0,5.0,11.0,1.0,10.0,12.0,15.0,2.0,4.0,,2.0,51%,49%,1,1,,,6.0,3.0,429.0,385.0,214339
3.0,5.0,7.0,3.0,15.0,11.0,5.0,3.0,11.0,4.0,4.0,7.0,16.0,17.0,5.0,1.0,2.0,1.0,75%,25%,3,2,,,4.0,2.0,679.0,222.0,214340
4.0,,12.0,2.0,17.0,4.0,1.0,2.0,12.0,1.0,5.0,3.0,9.0,18.0,1.0,4.0,1.0,6.0,57%,43%,,2,,,,2.0,658.0,484.0,214341
4.0,4.0,2.0,1.0,11.0,7.0,5.0,2.0,6.0,5.0,5.0,2.0,18.0,17.0,6.0,2.0,,2.0,55%,45%,3,2,,,2.0,4.0,384.0,317.0,214342
5.0,3.0,5.0,3.0,12.0,10.0,2.0,4.0,5.0,5.0,7.0,5.0,11.0,15.0,3.0,1.0,,2.0,72%,28%,3,5,,,1.0,4.0,770.0,280.0,214343
1.0,6.0,7.0,7.0,10.0,14.0,2.0,1.0,6.0,8.0,4.0,6.0,10.0,16.0,1.0,5.0,3.0,4.0,46%,54%,4,1,1.0,,3.0,1.0,474.0,555.0,214344
4.0,6.0,4.0,3.0,11.0,9.0,3.0,,7.0,6.0,4.0,3.0,8.0,12.0,8.0,4.0,2.0,2.0,54%,46%,1,1,,,4.0,4.0,430.0,368.0,214345
3.0,6.0,5.0,4.0,9.0,11.0,1.0,1.0,5.0,6.0,4.0,5.0,23.0,10.0,4.0,2.0,3.0,3.0,41%,59%,4,3,,,3.0,3.0,380.0,545.0,214346
7.0,8.0,1.0,2.0,9.0,12.0,1.0,2.0,5.0,6.0,4.0,6.0,16.0,12.0,2.0,11.0,,,39%,61%,3,2,,,7.0,2.0,377.0,563.0,214347
4.0,3.0,2.0,5.0,8.0,10.0,2.0,2.0,6.0,5.0,2.0,5.0,15.0,22.0,6.0,5.0,4.0,,67%,33%,5,5,,,3.0,3.0,580.0,263.0,214348
4.0,3.0,5.0,1.0,12.0,4.0,3.0,,9.0,1.0,3.0,3.0,11.0,15.0,4.0,3.0,4.0,2.0,62%,38%,2,1,,,2.0,2.0,570.0,340.0,214349
1.0,4.0,9.0,5.0,10.0,12.0,,3.0,10.0,3.0,,9.0,9.0,12.0,3.0,5.0,6.0,1.0,51%,49%,1,,,,2.0,1.0,464.0,436.0,214350
4.0,3.0,8.0,4.0,14.0,8.0,2.0,1.0,6.0,5.0,8.0,3.0,10.0,12.0,8.0,3.0,3.0,,46%,54%,2,1,,,3.0,4.0,384.0,455.0,214351
1.0,4.0,4.0,6.0,6.0,10.0,1.0,,4.0,7.0,2.0,3.0,13.0,8.0,3.0,2.0,3.0,1.0,43%,57%,4,3,,,3.0,1.0,415.0,550.0,214352
3.0,1.0,7.0,6.0,15.0,13.0,5.0,6.0,11.0,7.0,4.0,6.0,14.0,11.0,4.0,5.0,2.0,1.0,48%,52%,2,1,,,1.0,,482.0,501.0,214353
1.0,3.0,4.0,6.0,5.0,10.0,,1.0,3.0,4.0,2.0,6.0,20.0,18.0,2.0,8.0,4.0,1.0,44%,56%,5,4,,,2.0,,313.0,372.0,214354
2.0,2.0,4.0,1.0,7.0,4.0,1.0,1.0,4.0,2.0,3.0,2.0,15.0,22.0,,3.0,4.0,2.0,63%,37%,4,3,1.0,,1.0,2.0,570.0,330.0,214355
4.0,3.0,11.0,1.0,17.0,4.0,2.0,,15.0,3.0,2.0,1.0,18.0,14.0,7.0,3.0,3.0,1.0,54%,46%,2,2,,,1.0,2.0,382.0,334.0,214356
4.0,3.0,3.0,4.0,9.0,8.0,2.0,1.0,4.0,4.0,5.0,4.0,17.0,12.0,4.0,2.0,,3.0,45%,55%,3,2,,,2.0,3.0,380.0,444.0,214357
2.0,1.0,2.0,2.0,6.0,6.0,2.0,3.0,5.0,4.0,1.0,2.0,18.0,21.0,2.0,2.0,3.0,2.0,48%,52%,5,4,,,1.0,2.0,362.0,376.0,214358
3.0,2.0,4.0,10.0,8.0,19.0,1.0,7.0,6.0,10.0,2.0,9.0,11.0,16.0,11.0,8.0,2.0,,62%,38%,2,1,,,2.0,2.0,538.0,315.0,214359
4.0,12.0,5.0,4.0,10.0,18.0,1.0,2.0,6.0,13.0,4.0,5.0,11.0,11.0,2.0,6.0,1.0,3.0,32%,68%,1,,,,9.0,3.0,382.0,823.0,214360
3.0,,1.0,5.0,5.0,7.0,1.0,2.0,3.0,5.0,2.0,2.0,13.0,17.0,1.0,3.0,2.0,2.0,53%,47%,3,2,,,,2.0,423.0,367.0,214361
4.0,7.0,6.0,7.0,13.0,20.0,3.0,6.0,6.0,13.0,7.0,7.0,18.0,9.0,4.0,7.0,1.0,,33%,67%,3,2,,,5.0,3.0,264.0,550.0,214362
2.0,2.0,4.0,5.0,9.0,11.0,3.0,4.0,7.0,6.0,2.0,5.0,8.0,12.0,6.0,5.0,3.0,1.0,74%,26%,,2,1.0,1.0,2.0,1.0,810.0,268.0,214363
8.0,2.0,5.0,2.0,14.0,8.0,1.0,4.0,12.0,4.0,2.0,4.0,9.0,17.0,5.0,8.0,3.0,1.0,56%,44%,1,5,,,3.0,5.0,482.0,350.0,214364
4.0,2.0,3.0,6.0,9.0,10.0,2.0,2.0,5.0,7.0,4.0,3.0,14.0,13.0,6.0,2.0,1.0,3.0,50%,50%,4,3,,,1.0,3.0,474.0,472.0,214365
1.0,1.0,1.0,6.0,4.0,10.0,2.0,3.0,4.0,7.0,,3.0,21.0,13.0,8.0,1.0,1.0,3.0,58%,42%,3,3,,,1.0,1.0,385.0,279.0,214366
2.0,3.0,1.0,2.0,5.0,6.0,2.0,1.0,3.0,4.0,2.0,2.0,19.0,10.0,1.0,3.0,4.0,2.0,40%,60%,4,1,,,,1.0,294.0,455.0,214367
5.0,1.0,9.0,5.0,15.0,14.0,1.0,8.0,10.0,10.0,5.0,4.0,11.0,20.0,1.0,5.0,,2.0,45%,55%,3,1,,,1.0,3.0,349.0,413.0,214368
8.0,4.0,5.0,4.0,18.0,10.0,5.0,2.0,10.0,8.0,8.0,2.0,5.0,17.0,3.0,2.0,4.0,,71%,29%,,1,,,4.0,7.0,728.0,296.0,214369
5.0,3.0,8.0,,19.0,4.0,6.0,1.0,10.0,4.0,9.0,,12.0,13.0,8.0,3.0,3.0,1.0,68%,32%,2,3,,,,3.0,541.0,252.0,214370
4.0,5.0,3.0,4.0,10.0,11.0,3.0,2.0,4.0,5.0,6.0,6.0,9.0,5.0,5.0,2.0,1.0,3.0,59%,41%,3,,,,4.0,2.0,618.0,424.0,214371
1.0,4.0,1.0,7.0,3.0,14.0,1.0,3.0,3.0,6.0,,8.0,26.0,15.0,2.0,4.0,7.0,3.0,46%,54%,4,2,,,4.0,1.0,276.0,315.0,214372
4.0,3.0,3.0,12.0,9.0,21.0,2.0,6.0,8.0,12.0,1.0,9.0,10.0,10.0,2.0,4.0,2.0,1.0,37%,63%,1,3,1.0,,3.0,3.0,366.0,601.0,214373
3.0,6.0,7.0,4.0,14.0,12.0,4.0,2.0,6.0,7.0,8.0,5.0,13.0,14.0,7.0,2.0,2.0,1.0,72%,28%,2,2,,,4.0,3.0,536.0,209.0,214374
4.0,5.0,7.0,3.0,13.0,11.0,2.0,3.0,10.0,6.0,3.0,5.0,18.0,18.0,4.0,3.0,,2.0,37%,63%,2,2,,,3.0,2.0,330.0,560.0,214375
1.0,5.0,7.0,9.0,10.0,16.0,2.0,2.0,5.0,9.0,5.0,7.0,21.0,9.0,2.0,8.0,1.0,2.0,31%,69%,4,1,1.0,,5.0,,232.0,483.0,214376
1.0,5.0,2.0,6.0,5.0,12.0,2.0,1.0,2.0,7.0,3.0,5.0,10.0,15.0,2.0,6.0,2.0,1.0,56%,44%,,1,,,3.0,,453.0,355.0,214377
5.0,3.0,7.0,7.0,15.0,12.0,3.0,2.0,9.0,7.0,6.0,5.0,10.0,11.0,3.0,4.0,1.0,1.0,52%,48%,2,2,,,2.0,3.0,424.0,393.0,214378
5.0,5.0,4.0,4.0,14.0,14.0,5.0,5.0,9.0,4.0,5.0,10.0,14.0,7.0,6.0,5.0,4.0,,63%,37%,3,2,,,5.0,3.0,599.0,338.0,214379
3.0,6.0,4.0,2.0,9.0,11.0,2.0,3.0,5.0,8.0,4.0,3.0,12.0,11.0,2.0,10.0,1.0,1.0,52%,48%,2,2,,,4.0,2.0,481.0,425.0,214380
4.0,6.0,6.0,1.0,13.0,9.0,3.0,2.0,6.0,6.0,7.0,3.0,15.0,13.0,4.0,5.0,,,35%,65%,2,2,,,5.0,4.0,368.0,732.0,214381
3.0,4.0,5.0,6.0,10.0,16.0,2.0,6.0,4.0,6.0,6.0,10.0,11.0,11.0,3.0,3.0,3.0,1.0,60%,40%,2,3,1.0,,2.0,3.0,536.0,351.0,214382
2.0,5.0,12.0,4.0,18.0,9.0,4.0,,7.0,3.0,11.0,6.0,7.0,14.0,10.0,2.0,2.0,1.0,79%,21%,4,1,,1.0,3.0,1.0,821.0,207.0,214383
7.0,5.0,4.0,3.0,14.0,9.0,3.0,1.0,8.0,9.0,6.0,,14.0,18.0,6.0,5.0,2.0,3.0,72%,28%,6,4,1.0,1.0,3.0,6.0,600.0,219.0,214384
6.0,4.0,7.0,3.0,16.0,8.0,3.0,1.0,9.0,3.0,7.0,5.0,11.0,15.0,8.0,4.0,3.0,1.0,56%,44%,3,,1.0,1.0,1.0,4.0,437.0,335.0,214385
7.0,9.0,5.0,5.0,13.0,18.0,1.0,4.0,7.0,12.0,6.0,6.0,19.0,13.0,3.0,12.0,,4.0,49%,51%,4,,,,9.0,4.0,348.0,343.0,214386
6.0,3.0,7.0,5.0,15.0,11.0,2.0,3.0,11.0,6.0,4.0,5.0,14.0,11.0,4.0,3.0,2.0,4.0,36%,64%,1,2,1.0,,1.0,5.0,298.0,547.0,214387
5.0,6.0,7.0,4.0,18.0,14.0,6.0,4.0,11.0,8.0,7.0,6.0,14.0,18.0,5.0,6.0,,3.0,52%,48%,7,5,2.0,,4.0,4.0,382.0,352.0,214388
7.0,4.0,4.0,3.0,12.0,8.0,1.0,1.0,9.0,5.0,3.0,3.0,13.0,13.0,4.0,2.0,2.0,1.0,57%,43%,3,2,,,3.0,5.0,554.0,421.0,214389
4.0,3.0,3.0,3.0,11.0,8.0,4.0,2.0,6.0,6.0,5.0,2.0,16.0,13.0,3.0,2.0,1.0,3.0,37%,63%,1,2,,,3.0,4.0,349.0,604.0,214390
3.0,6.0,2.0,10.0,9.0,18.0,4.0,2.0,5.0,6.0,4.0,12.0,9.0,18.0,4.0,4.0,1.0,,47%,53%,2,4,1.0,,6.0,2.0,415.0,437.0,214391
,8.0,4.0,8.0,8.0,16.0,4.0,,4.0,11.0,4.0,5.0,17.0,15.0,2.0,1.0,2.0,2.0,31%,69%,,,,,3.0,,338.0,745.0,214392
3.0,4.0,3.0,5.0,6.0,10.0,,1.0,6.0,5.0,,5.0,16.0,9.0,2.0,3.0,2.0,,43%,57%,1,2,,,3.0,2.0,437.0,569.0,214393
1.0,3.0,7.0,5.0,8.0,9.0,,1.0,6.0,2.0,2.0,7.0,10.0,11.0,1.0,4.0,6.0,2.0,49%,51%,2,3,,,3.0,1.0,449.0,451.0,214394
6.0,3.0,3.0,6.0,11.0,10.0,2.0,1.0,8.0,6.0,3.0,4.0,10.0,11.0,2.0,3.0,2.0,,36%,64%,1,2,,,3.0,2.0,303.0,521.0,214395
7.0,4.0,4.0,3.0,15.0,7.0,4.0,,11.0,6.0,4.0,1.0,9.0,11.0,5.0,2.0,2.0,,34%,66%,4,1,,,2.0,5.0,329.0,650.0,214396
5.0,4.0,7.0,5.0,14.0,13.0,2.0,4.0,9.0,10.0,5.0,3.0,10.0,11.0,6.0,8.0,4.0,3.0,56%,44%,2,4,,,4.0,3.0,405.0,304.0,214397
5.0,4.0,6.0,7.0,12.0,12.0,1.0,1.0,5.0,7.0,7.0,5.0,17.0,10.0,3.0,5.0,,1.0,44%,56%,2,,,,2.0,3.0,372.0,467.0,214398
4.0,2.0,10.0,4.0,16.0,8.0,2.0,2.0,12.0,3.0,4.0,5.0,11.0,6.0,4.0,7.0,1.0,3.0,62%,38%,,1,,,2.0,3.0,590.0,351.0,214399
5.0,3.0,4.0,7.0,12.0,11.0,3.0,1.0,9.0,7.0,3.0,4.0,4.0,9.0,4.0,4.0,3.0,1.0,69%,31%,,,,,3.0,1.0,655.0,279.0,214400
4.0,4.0,6.0,3.0,13.0,10.0,3.0,3.0,10.0,6.0,3.0,4.0,17.0,10.0,3.0,5.0,2.0,1.0,28%,72%,2,2,,,3.0,2.0,259.0,642.0,214401
5.0,2.0,9.0,7.0,17.0,11.0,3.0,2.0,14.0,9.0,3.0,2.0,12.0,13.0,6.0,2.0,,1.0,66%,34%,4,5,,,1.0,3.0,580.0,296.0,27139
9.0,,12.0,2.0,25.0,3.0,4.0,1.0,18.0,3.0,7.0,,6.0,13.0,7.0,1.0,3.0,,78%,22%,,2,,,,6.0,876.0,228.0,27140
8.0,4.0,10.0,2.0,22.0,6.0,4.0,,9.0,5.0,13.0,1.0,10.0,10.0,5.0,3.0,2.0,4.0,77%,23%,,2,,,1.0,8.0,707.0,206.0,27141
2.0,5.0,8.0,4.0,12.0,14.0,2.0,5.0,7.0,8.0,5.0,6.0,13.0,14.0,8.0,7.0,3.0,1.0,48%,52%,3,2,,,4.0,2.0,393.0,423.0,27142
6.0,6.0,8.0,1.0,18.0,8.0,4.0,1.0,13.0,3.0,5.0,5.0,12.0,13.0,7.0,,1.0,2.0,68%,32%,1,1,,,4.0,5.0,569.0,272.0,27143
1.0,1.0,10.0,1.0,13.0,2.0,2.0,,7.0,,6.0,2.0,21.0,20.0,3.0,2.0,1.0,1.0,67%,33%,1,1,,,1.0,2.0,589.0,275.0,27144
2.0,8.0,5.0,7.0,13.0,17.0,6.0,2.0,8.0,12.0,5.0,5.0,6.0,15.0,2.0,6.0,3.0,6.0,48%,52%,1,,,,3.0,1.0,412.0,441.0,27145
3.0,1.0,5.0,2.0,10.0,5.0,2.0,2.0,7.0,2.0,3.0,3.0,11.0,28.0,3.0,,6.0,,77%,23%,1,7,,,1.0,1.0,791.0,223.0,27146
4.0,3.0,8.0,3.0,13.0,9.0,1.0,3.0,7.0,5.0,6.0,4.0,10.0,15.0,4.0,10.0,,6.0,51%,49%,2,3,,,2.0,3.0,501.0,471.0,27147
7.0,4.0,3.0,4.0,16.0,9.0,6.0,1.0,10.0,4.0,6.0,5.0,16.0,10.0,4.0,6.0,,4.0,52%,48%,2,3,,,2.0,6.0,463.0,422.0,27148
4.0,5.0,8.0,3.0,16.0,12.0,4.0,4.0,6.0,10.0,10.0,2.0,17.0,15.0,5.0,6.0,1.0,5.0,33%,67%,3,1,,,4.0,4.0,265.0,555.0,27149
4.0,4.0,6.0,4.0,14.0,9.0,4.0,1.0,7.0,2.0,7.0,7.0,15.0,16.0,3.0,2.0,2.0,1.0,59%,41%,2,2,,,2.0,2.0,510.0,339.0,27150
